
Timestamp,Engine,X_Pixel,Y_Pixel,RA,Dec,Image_File
20260630_152907,Engine B (Flare),4419,2566,Unknown,Unknown,20260630_152907_B_X4419_Y2566.png
20260630_152907,Engine B (Flare),2653,2513,Unknown,Unknown,20260630_152907_B_X2653_Y2513.png
20260630_152907,Engine B (Flare),1928,129,Unknown,Unknown,20260630_152907_B_X1928_Y129.png
20260630_152908,Engine B (Flare),4431,508,Unknown,Unknown,20260630_152908_B_X4431_Y508.png
20260630_152908,Engine B (Flare),3493,379,Unknown,Unknown,20260630_152908_B_X3493_Y379.png
20260630_152908,Engine B (Flare),3426,2071,Unknown,Unknown,20260630_152908_B_X3426_Y2071.png
20260630_152908,Engine B (Flare),2036,1404,Unknown,Unknown,20260630_152908_B_X2036_Y1404.png
20260630_152908,Engine B (Flare),196,7,Unknown,Unknown,20260630_152908_B_X196_Y7.png
20260630_152909,Engine B (Flare),4039,1002,Unknown,Unknown,20260630_152909_B_X4039_Y1002.png
20260630_152909,Engine B (Flare),1532,2306,Unknown,Unknown,20260630_152909_B_X1532_Y2306.png
20260630_152909,Engine B (Flare),2896,2058,Unknown,Unknown,20260630_152909_B_X2896_Y2058.png
20260630_152909,Engine B (Flare),3355,1707,Unknown,Unknown,20260630_152909_B_X3355_Y1707.png
20260630_152909,Engine B (Flare),85,1136,Unknown,Unknown,20260630_152909_B_X85_Y1136.png
20260630_152910,Engine B (Flare),3749,452,Unknown,Unknown,20260630_152910_B_X3749_Y452.png
20260630_152910,Engine B (Flare),4703,529,Unknown,Unknown,20260630_152910_B_X4703_Y529.png
20260630_152910,Engine B (Flare),1315,259,Unknown,Unknown,20260630_152910_B_X1315_Y259.png
20260630_152910,Engine B (Flare),3743,1609,Unknown,Unknown,20260630_152910_B_X3743_Y1609.png
20260630_152910,Engine B (Flare),3422,2123,Unknown,Unknown,20260630_152910_B_X3422_Y2123.png
20260630_152911,Engine B (Flare),3561,2286,Unknown,Unknown,20260630_152911_B_X3561_Y2286.png
20260630_152911,Engine B (Flare),3975,329,Unknown,Unknown,20260630_152911_B_X3975_Y329.png
20260630_152911,Engine B (Flare),4770,954,Unknown,Unknown,20260630_152911_B_X4770_Y954.png
20260630_152911,Engine B (Flare),4746,643,Unknown,Unknown,20260630_152911_B_X4746_Y643.png
20260630_152911,Engine B (Flare),514,2489,Unknown,Unknown,20260630_152911_B_X514_Y2489.png
20260630_152912,Engine B (Flare),1177,2786,Unknown,Unknown,20260630_152912_B_X1177_Y2786.png
20260630_152912,Engine B (Flare),4308,1172,Unknown,Unknown,20260630_152912_B_X4308_Y1172.png
20260630_152912,Engine B (Flare),4044,950,Unknown,Unknown,20260630_152912_B_X4044_Y950.png
20260630_152912,Engine B (Flare),312,1612,Unknown,Unknown,20260630_152912_B_X312_Y1612.png
20260630_152912,Engine B (Flare),2457,1924,Unknown,Unknown,20260630_152912_B_X2457_Y1924.png
20260630_152913,Engine B (Flare),2704,2315,Unknown,Unknown,20260630_152913_B_X2704_Y2315.png
20260630_152913,Engine B (Flare),3335,246,Unknown,Unknown,20260630_152913_B_X3335_Y246.png
20260630_152913,Engine B (Flare),214,2475,Unknown,Unknown,20260630_152913_B_X214_Y2475.png
20260630_152913,Engine B (Flare),106,2407,Unknown,Unknown,20260630_152913_B_X106_Y2407.png
20260630_152913,Engine B (Flare),4660,1864,Unknown,Unknown,20260630_152913_B_X4660_Y1864.png
20260630_152914,Engine B (Flare),1923,1219,Unknown,Unknown,20260630_152914_B_X1923_Y1219.png
20260630_152914,Engine B (Flare),1598,1183,Unknown,Unknown,20260630_152914_B_X1598_Y1183.png
20260630_152914,Engine B (Flare),360,2912,Unknown,Unknown,20260630_152914_B_X360_Y2912.png
20260630_152914,Engine B (Flare),3644,1200,Unknown,Unknown,20260630_152914_B_X3644_Y1200.png
20260630_152914,Engine B (Flare),2197,1123,Unknown,Unknown,20260630_152914_B_X2197_Y1123.png
20260630_152915,Engine B (Flare),4148,994,Unknown,Unknown,20260630_152915_B_X4148_Y994.png
20260630_152915,Engine B (Flare),170,1966,Unknown,Unknown,20260630_152915_B_X170_Y1966.png
20260630_152915,Engine B (Flare),4638,1666,Unknown,Unknown,20260630_152915_B_X4638_Y1666.png
20260630_152915,Engine B (Flare),3519,1083,Unknown,Unknown,20260630_152915_B_X3519_Y1083.png
20260630_152915,Engine B (Flare),2889,1065,Unknown,Unknown,20260630_152915_B_X2889_Y1065.png
20260630_152916,Engine B (Flare),990,757,Unknown,Unknown,20260630_152916_B_X990_Y757.png
20260630_152916,Engine B (Flare),1174,1741,Unknown,Unknown,20260630_152916_B_X1174_Y1741.png
20260630_152916,Engine B (Flare),1717,2426,Unknown,Unknown,20260630_152916_B_X1717_Y2426.png
20260630_152916,Engine B (Flare),1274,1789,Unknown,Unknown,20260630_152916_B_X1274_Y1789.png
20260630_152916,Engine B (Flare),3310,2850,Unknown,Unknown,20260630_152916_B_X3310_Y2850.png
20260630_152917,Engine B (Flare),3882,432,Unknown,Unknown,20260630_152917_B_X3882_Y432.png
20260630_152917,Engine B (Flare),3385,3166,Unknown,Unknown,20260630_152917_B_X3385_Y3166.png
20260630_152917,Engine B (Flare),2160,1662,Unknown,Unknown,20260630_152917_B_X2160_Y1662.png
20260630_152917,Engine B (Flare),3940,2719,Unknown,Unknown,20260630_152917_B_X3940_Y2719.png
20260630_152918,Engine B (Flare),936,3161,Unknown,Unknown,20260630_152918_B_X936_Y3161.png
20260630_152918,Engine B (Flare),274,825,Unknown,Unknown,20260630_152918_B_X274_Y825.png
20260630_152918,Engine B (Flare),646,1114,Unknown,Unknown,20260630_152918_B_X646_Y1114.png
20260630_152918,Engine B (Flare),1690,2419,Unknown,Unknown,20260630_152918_B_X1690_Y2419.png
20260630_152918,Engine B (Flare),1600,1681,Unknown,Unknown,20260630_152918_B_X1600_Y1681.png
20260630_152919,Engine B (Flare),1662,1080,Unknown,Unknown,20260630_152919_B_X1662_Y1080.png
20260630_152919,Engine B (Flare),4766,1004,Unknown,Unknown,20260630_152919_B_X4766_Y1004.png
20260630_152919,Engine B (Flare),4110,2196,Unknown,Unknown,20260630_152919_B_X4110_Y2196.png
20260630_152919,Engine B (Flare),58,2369,Unknown,Unknown,20260630_152919_B_X58_Y2369.png
20260630_152919,Engine B (Flare),2613,2409,Unknown,Unknown,20260630_152919_B_X2613_Y2409.png
20260630_152920,Engine B (Flare),4287,2430,Unknown,Unknown,20260630_152920_B_X4287_Y2430.png
20260630_152920,Engine B (Flare),1313,528,Unknown,Unknown,20260630_152920_B_X1313_Y528.png
20260630_152920,Engine B (Flare),1997,935,Unknown,Unknown,20260630_152920_B_X1997_Y935.png
20260630_152920,Engine B (Flare),3228,307,Unknown,Unknown,20260630_152920_B_X3228_Y307.png
20260630_152920,Engine B (Flare),2637,1318,Unknown,Unknown,20260630_152920_B_X2637_Y1318.png
20260630_152921,Engine B (Flare),258,1529,Unknown,Unknown,20260630_152921_B_X258_Y1529.png
20260630_152921,Engine B (Flare),1142,3114,Unknown,Unknown,20260630_152921_B_X1142_Y3114.png
20260630_152921,Engine B (Flare),2217,3050,Unknown,Unknown,20260630_152921_B_X2217_Y3050.png
20260630_152921,Engine B (Flare),4025,1809,Unknown,Unknown,20260630_152921_B_X4025_Y1809.png
20260630_152921,Engine B (Flare),1734,1252,Unknown,Unknown,20260630_152921_B_X1734_Y1252.png
20260630_152922,Engine B (Flare),2809,131,Unknown,Unknown,20260630_152922_B_X2809_Y131.png
20260630_152922,Engine B (Flare),3067,617,Unknown,Unknown,20260630_152922_B_X3067_Y617.png
20260630_152922,Engine B (Flare),2860,1220,Unknown,Unknown,20260630_152922_B_X2860_Y1220.png
20260630_152922,Engine B (Flare),2755,48,Unknown,Unknown,20260630_152922_B_X2755_Y48.png
20260630_152922,Engine B (Flare),507,3038,Unknown,Unknown,20260630_152922_B_X507_Y3038.png
20260630_152923,Engine B (Flare),74,941,Unknown,Unknown,20260630_152923_B_X74_Y941.png
20260630_152923,Engine B (Flare),3788,2380,Unknown,Unknown,20260630_152923_B_X3788_Y2380.png
20260630_152923,Engine B (Flare),3336,552,Unknown,Unknown,20260630_152923_B_X3336_Y552.png
20260630_152923,Engine B (Flare),2110,2640,Unknown,Unknown,20260630_152923_B_X2110_Y2640.png
20260630_152923,Engine B (Flare),3017,2184,Unknown,Unknown,20260630_152923_B_X3017_Y2184.png
20260630_152924,Engine B (Flare),4620,1922,Unknown,Unknown,20260630_152924_B_X4620_Y1922.png
20260630_152924,Engine B (Flare),395,1680,Unknown,Unknown,20260630_152924_B_X395_Y1680.png
20260630_152924,Engine B (Flare),3925,2277,Unknown,Unknown,20260630_152924_B_X3925_Y2277.png
20260630_152924,Engine B (Flare),3872,552,Unknown,Unknown,20260630_152924_B_X3872_Y552.png
20260630_152924,Engine B (Flare),3924,268,Unknown,Unknown,20260630_152924_B_X3924_Y268.png
20260630_152925,Engine B (Flare),4269,3022,Unknown,Unknown,20260630_152925_B_X4269_Y3022.png
20260630_152925,Engine B (Flare),196,2721,Unknown,Unknown,20260630_152925_B_X196_Y2721.png
20260630_152925,Engine B (Flare),4335,1498,Unknown,Unknown,20260630_152925_B_X4335_Y1498.png
20260630_152925,Engine B (Flare),1305,2584,Unknown,Unknown,20260630_152925_B_X1305_Y2584.png
20260630_152925,Engine B (Flare),2857,2674,Unknown,Unknown,20260630_152925_B_X2857_Y2674.png
20260630_152926,Engine B (Flare),2998,2783,Unknown,Unknown,20260630_152926_B_X2998_Y2783.png
20260630_152926,Engine B (Flare),4236,1184,Unknown,Unknown,20260630_152926_B_X4236_Y1184.png
20260630_152926,Engine B (Flare),156,2366,Unknown,Unknown,20260630_152926_B_X156_Y2366.png
20260630_152926,Engine B (Flare),3959,507,Unknown,Unknown,20260630_152926_B_X3959_Y507.png
20260630_152926,Engine B (Flare),4319,2956,Unknown,Unknown,20260630_152926_B_X4319_Y2956.png
20260630_152927,Engine B (Flare),3271,505,Unknown,Unknown,20260630_152927_B_X3271_Y505.png
20260630_152927,Engine B (Flare),103,1635,Unknown,Unknown,20260630_152927_B_X103_Y1635.png
20260630_152927,Engine B (Flare),1256,612,Unknown,Unknown,20260630_152927_B_X1256_Y612.png
20260630_152927,Engine B (Flare),1313,274,Unknown,Unknown,20260630_152927_B_X1313_Y274.png
20260630_152929,Engine B (Flare),513,2063,Unknown,Unknown,20260630_152929_B_X513_Y2063.png
20260630_152929,Engine B (Flare),3157,1100,Unknown,Unknown,20260630_152929_B_X3157_Y1100.png
20260630_152929,Engine B (Flare),3640,352,Unknown,Unknown,20260630_152929_B_X3640_Y352.png
20260630_152930,Engine B (Flare),4185,428,Unknown,Unknown,20260630_152930_B_X4185_Y428.png
20260630_152930,Engine B (Flare),3862,475,Unknown,Unknown,20260630_152930_B_X3862_Y475.png
20260630_152930,Engine B (Flare),1819,1379,Unknown,Unknown,20260630_152930_B_X1819_Y1379.png
20260630_152930,Engine B (Flare),2606,2878,Unknown,Unknown,20260630_152930_B_X2606_Y2878.png
20260630_152930,Engine B (Flare),1,1700,Unknown,Unknown,20260630_152930_B_X1_Y1700.png
20260630_152931,Engine B (Flare),1682,1189,Unknown,Unknown,20260630_152931_B_X1682_Y1189.png
20260630_152931,Engine B (Flare),2866,2123,Unknown,Unknown,20260630_152931_B_X2866_Y2123.png
20260630_152931,Engine B (Flare),4783,1644,Unknown,Unknown,20260630_152931_B_X4783_Y1644.png
20260630_152931,Engine B (Flare),2562,936,Unknown,Unknown,20260630_152931_B_X2562_Y936.png
20260630_152931,Engine B (Flare),4110,2570,Unknown,Unknown,20260630_152931_B_X4110_Y2570.png
20260630_152932,Engine B (Flare),2727,314,Unknown,Unknown,20260630_152932_B_X2727_Y314.png
20260630_152932,Engine B (Flare),575,1797,Unknown,Unknown,20260630_152932_B_X575_Y1797.png
20260630_152932,Engine B (Flare),3192,1603,Unknown,Unknown,20260630_152932_B_X3192_Y1603.png
20260630_152932,Engine B (Flare),490,1622,Unknown,Unknown,20260630_152932_B_X490_Y1622.png
20260630_152932,Engine B (Flare),4662,2113,Unknown,Unknown,20260630_152932_B_X4662_Y2113.png
20260630_152933,Engine B (Flare),3493,2440,Unknown,Unknown,20260630_152933_B_X3493_Y2440.png
20260630_152933,Engine B (Flare),374,2446,Unknown,Unknown,20260630_152933_B_X374_Y2446.png
20260630_152933,Engine B (Flare),1081,2484,Unknown,Unknown,20260630_152933_B_X1081_Y2484.png
20260630_152933,Engine B (Flare),4003,1311,Unknown,Unknown,20260630_152933_B_X4003_Y1311.png
20260630_152933,Engine B (Flare),3616,154,Unknown,Unknown,20260630_152933_B_X3616_Y154.png
20260630_152934,Engine B (Flare),1574,948,Unknown,Unknown,20260630_152934_B_X1574_Y948.png
20260630_152934,Engine B (Flare),437,2383,Unknown,Unknown,20260630_152934_B_X437_Y2383.png
20260630_152934,Engine B (Flare),3307,2289,Unknown,Unknown,20260630_152934_B_X3307_Y2289.png
20260630_152934,Engine B (Flare),377,3123,Unknown,Unknown,20260630_152934_B_X377_Y3123.png
20260630_152934,Engine B (Flare),735,1205,Unknown,Unknown,20260630_152934_B_X735_Y1205.png
20260630_152935,Engine B (Flare),1363,6,Unknown,Unknown,20260630_152935_B_X1363_Y6.png
20260630_152935,Engine B (Flare),4026,469,Unknown,Unknown,20260630_152935_B_X4026_Y469.png
20260630_152935,Engine B (Flare),4558,2882,Unknown,Unknown,20260630_152935_B_X4558_Y2882.png
20260630_152935,Engine B (Flare),3855,1963,Unknown,Unknown,20260630_152935_B_X3855_Y1963.png
20260630_152935,Engine B (Flare),2144,2615,Unknown,Unknown,20260630_152935_B_X2144_Y2615.png
20260630_152936,Engine B (Flare),447,67,Unknown,Unknown,20260630_152936_B_X447_Y67.png
20260630_152936,Engine B (Flare),4485,2516,Unknown,Unknown,20260630_152936_B_X4485_Y2516.png
20260630_152936,Engine B (Flare),4697,2469,Unknown,Unknown,20260630_152936_B_X4697_Y2469.png
20260630_152936,Engine B (Flare),604,3122,Unknown,Unknown,20260630_152936_B_X604_Y3122.png
20260630_152936,Engine B (Flare),867,1860,Unknown,Unknown,20260630_152936_B_X867_Y1860.png
20260630_152937,Engine B (Flare),4154,1465,Unknown,Unknown,20260630_152937_B_X4154_Y1465.png
20260630_152945,Engine B (Pulsator),4029,845,Unknown,Unknown,20260630_152945_B_X4029_Y845.png
20260630_152946,Engine B (Pulsator),2180,324,Unknown,Unknown,20260630_152946_B_X2180_Y324.png
20260630_152946,Engine B (Pulsator),587,3115,Unknown,Unknown,20260630_152946_B_X587_Y3115.png
20260630_152946,Engine B (Pulsator),2813,1442,Unknown,Unknown,20260630_152946_B_X2813_Y1442.png
20260630_152946,Engine B (Pulsator),3953,1343,Unknown,Unknown,20260630_152946_B_X3953_Y1343.png
20260630_152946,Engine B (Pulsator),2066,2683,Unknown,Unknown,20260630_152946_B_X2066_Y2683.png
20260630_152947,Engine B (Pulsator),3110,181,Unknown,Unknown,20260630_152947_B_X3110_Y181.png
20260630_152947,Engine B (Pulsator),1927,1514,Unknown,Unknown,20260630_152947_B_X1927_Y1514.png
20260630_152947,Engine B (Pulsator),1706,2523,Unknown,Unknown,20260630_152947_B_X1706_Y2523.png
20260630_152947,Engine B (Pulsator),943,309,Unknown,Unknown,20260630_152947_B_X943_Y309.png
20260630_152947,Engine B (Pulsator),3806,937,Unknown,Unknown,20260630_152947_B_X3806_Y937.png
20260630_152948,Engine B (Pulsator),1007,179,Unknown,Unknown,20260630_152948_B_X1007_Y179.png
20260630_152948,Engine B (Pulsator),1396,2927,Unknown,Unknown,20260630_152948_B_X1396_Y2927.png
20260630_152948,Engine B (Pulsator),1284,2750,Unknown,Unknown,20260630_152948_B_X1284_Y2750.png
20260630_152948,Engine B (Pulsator),3394,1374,Unknown,Unknown,20260630_152948_B_X3394_Y1374.png
20260630_152948,Engine B (Pulsator),3789,387,Unknown,Unknown,20260630_152948_B_X3789_Y387.png
20260630_152949,Engine B (Pulsator),3117,2649,Unknown,Unknown,20260630_152949_B_X3117_Y2649.png
20260630_152949,Engine B (Pulsator),1623,1613,Unknown,Unknown,20260630_152949_B_X1623_Y1613.png
20260630_152949,Engine B (Pulsator),2045,880,Unknown,Unknown,20260630_152949_B_X2045_Y880.png
20260630_152949,Engine B (Pulsator),1428,1529,Unknown,Unknown,20260630_152949_B_X1428_Y1529.png
20260630_152949,Engine B (Pulsator),931,1906,Unknown,Unknown,20260630_152949_B_X931_Y1906.png
20260630_152950,Engine B (Pulsator),1020,1352,Unknown,Unknown,20260630_152950_B_X1020_Y1352.png
20260630_152950,Engine B (Pulsator),2290,861,Unknown,Unknown,20260630_152950_B_X2290_Y861.png
20260630_152950,Engine B (Pulsator),1382,2100,Unknown,Unknown,20260630_152950_B_X1382_Y2100.png
20260630_152950,Engine B (Pulsator),3122,33,Unknown,Unknown,20260630_152950_B_X3122_Y33.png
20260630_152950,Engine B (Pulsator),585,2101,Unknown,Unknown,20260630_152950_B_X585_Y2101.png
20260630_152951,Engine B (Pulsator),3352,2583,Unknown,Unknown,20260630_152951_B_X3352_Y2583.png
20260630_152951,Engine B (Pulsator),740,1971,Unknown,Unknown,20260630_152951_B_X740_Y1971.png
20260630_152951,Engine B (Pulsator),2293,1549,Unknown,Unknown,20260630_152951_B_X2293_Y1549.png
20260630_152951,Engine B (Pulsator),860,1093,Unknown,Unknown,20260630_152951_B_X860_Y1093.png
20260630_152952,Engine B (Pulsator),1533,2978,Unknown,Unknown,20260630_152952_B_X1533_Y2978.png
20260630_152952,Engine B (Pulsator),3489,546,Unknown,Unknown,20260630_152952_B_X3489_Y546.png
20260630_152952,Engine B (Pulsator),3890,3058,Unknown,Unknown,20260630_152952_B_X3890_Y3058.png
20260630_152952,Engine B (Pulsator),1584,2142,Unknown,Unknown,20260630_152952_B_X1584_Y2142.png
20260630_152952,Engine B (Pulsator),2515,2194,Unknown,Unknown,20260630_152952_B_X2515_Y2194.png
20260630_152952,Engine B (Pulsator),3050,672,Unknown,Unknown,20260630_152952_B_X3050_Y672.png
20260630_152953,Engine B (Pulsator),105,2491,Unknown,Unknown,20260630_152953_B_X105_Y2491.png
20260630_152953,Engine B (Pulsator),2820,489,Unknown,Unknown,20260630_152953_B_X2820_Y489.png
20260630_152953,Engine B (Pulsator),4557,60,Unknown,Unknown,20260630_152953_B_X4557_Y60.png
20260630_152953,Engine B (Pulsator),4548,911,Unknown,Unknown,20260630_152953_B_X4548_Y911.png
20260630_152953,Engine B (Pulsator),2911,491,Unknown,Unknown,20260630_152953_B_X2911_Y491.png
20260630_152954,Engine B (Pulsator),4399,1634,Unknown,Unknown,20260630_152954_B_X4399_Y1634.png
20260630_152954,Engine B (Pulsator),74,1775,Unknown,Unknown,20260630_152954_B_X74_Y1775.png
20260630_152954,Engine B (Pulsator),2349,2092,Unknown,Unknown,20260630_152954_B_X2349_Y2092.png
20260630_152954,Engine B (Pulsator),3855,3068,Unknown,Unknown,20260630_152954_B_X3855_Y3068.png
20260630_152954,Engine B (Pulsator),2035,744,Unknown,Unknown,20260630_152954_B_X2035_Y744.png
20260630_152955,Engine B (Pulsator),1209,1395,Unknown,Unknown,20260630_152955_B_X1209_Y1395.png
20260630_152955,Engine B (Pulsator),1792,1709,Unknown,Unknown,20260630_152955_B_X1792_Y1709.png
20260630_152955,Engine B (Pulsator),479,860,Unknown,Unknown,20260630_152955_B_X479_Y860.png
20260630_152955,Engine B (Pulsator),3283,2478,Unknown,Unknown,20260630_152955_B_X3283_Y2478.png
20260630_152956,Engine B (Pulsator),3484,362,Unknown,Unknown,20260630_152956_B_X3484_Y362.png
20260630_152956,Engine B (Pulsator),3887,304,Unknown,Unknown,20260630_152956_B_X3887_Y304.png
20260630_152956,Engine B (Pulsator),1784,2865,Unknown,Unknown,20260630_152956_B_X1784_Y2865.png
20260630_152956,Engine B (Pulsator),381,2443,Unknown,Unknown,20260630_152956_B_X381_Y2443.png
20260630_152956,Engine B (Pulsator),2798,1170,Unknown,Unknown,20260630_152956_B_X2798_Y1170.png
20260630_152957,Engine B (Pulsator),900,764,Unknown,Unknown,20260630_152957_B_X900_Y764.png
20260630_152957,Engine B (Pulsator),4009,1037,Unknown,Unknown,20260630_152957_B_X4009_Y1037.png
20260630_152957,Engine B (Pulsator),4511,161,Unknown,Unknown,20260630_152957_B_X4511_Y161.png
20260630_152957,Engine B (Pulsator),1470,253,Unknown,Unknown,20260630_152957_B_X1470_Y253.png
20260630_152957,Engine B (Pulsator),3493,644,Unknown,Unknown,20260630_152957_B_X3493_Y644.png
20260630_152958,Engine B (Pulsator),4060,1921,Unknown,Unknown,20260630_152958_B_X4060_Y1921.png
20260630_152958,Engine B (Pulsator),491,1782,Unknown,Unknown,20260630_152958_B_X491_Y1782.png
20260630_152958,Engine B (Pulsator),345,65,Unknown,Unknown,20260630_152958_B_X345_Y65.png
20260630_152958,Engine B (Pulsator),2108,1336,Unknown,Unknown,20260630_152958_B_X2108_Y1336.png
20260630_152958,Engine B (Pulsator),69,2549,Unknown,Unknown,20260630_152958_B_X69_Y2549.png
20260630_152959,Engine B (Pulsator),2324,1300,Unknown,Unknown,20260630_152959_B_X2324_Y1300.png
20260630_152959,Engine B (Pulsator),1425,2225,Unknown,Unknown,20260630_152959_B_X1425_Y2225.png
20260630_152959,Engine B (Pulsator),589,3080,Unknown,Unknown,20260630_152959_B_X589_Y3080.png
20260630_152959,Engine B (Pulsator),1756,507,Unknown,Unknown,20260630_152959_B_X1756_Y507.png
20260630_152959,Engine B (Pulsator),3616,2633,Unknown,Unknown,20260630_152959_B_X3616_Y2633.png
20260630_153000,Engine B (Pulsator),2288,2390,Unknown,Unknown,20260630_153000_B_X2288_Y2390.png
20260630_153000,Engine B (Pulsator),1293,964,Unknown,Unknown,20260630_153000_B_X1293_Y964.png
20260630_153000,Engine B (Pulsator),969,1292,Unknown,Unknown,20260630_153000_B_X969_Y1292.png
20260630_153000,Engine B (Pulsator),4381,2137,Unknown,Unknown,20260630_153000_B_X4381_Y2137.png
20260630_153000,Engine B (Pulsator),1424,914,Unknown,Unknown,20260630_153000_B_X1424_Y914.png
20260630_153001,Engine B (Pulsator),3948,2760,Unknown,Unknown,20260630_153001_B_X3948_Y2760.png
20260630_153001,Engine B (Pulsator),3344,388,Unknown,Unknown,20260630_153001_B_X3344_Y388.png
20260630_153001,Engine B (Pulsator),3810,979,Unknown,Unknown,20260630_153001_B_X3810_Y979.png
20260630_153001,Engine B (Pulsator),4749,615,Unknown,Unknown,20260630_153001_B_X4749_Y615.png
20260630_153002,Engine B (Pulsator),2382,2098,Unknown,Unknown,20260630_153002_B_X2382_Y2098.png
20260630_153002,Engine B (Pulsator),1861,934,Unknown,Unknown,20260630_153002_B_X1861_Y934.png
20260630_153002,Engine B (Pulsator),718,3114,Unknown,Unknown,20260630_153002_B_X718_Y3114.png
20260630_153002,Engine B (Pulsator),4450,1299,Unknown,Unknown,20260630_153002_B_X4450_Y1299.png
20260630_153002,Engine B (Pulsator),3053,841,Unknown,Unknown,20260630_153002_B_X3053_Y841.png
20260630_153003,Engine B (Pulsator),1359,2760,Unknown,Unknown,20260630_153003_B_X1359_Y2760.png
20260630_153003,Engine B (Pulsator),3563,1019,Unknown,Unknown,20260630_153003_B_X3563_Y1019.png
20260630_153003,Engine B (Pulsator),4249,263,Unknown,Unknown,20260630_153003_B_X4249_Y263.png
20260630_153003,Engine B (Pulsator),176,153,Unknown,Unknown,20260630_153003_B_X176_Y153.png
20260630_153003,Engine B (Pulsator),1002,1300,Unknown,Unknown,20260630_153003_B_X1002_Y1300.png
20260630_153004,Engine B (Pulsator),1568,1473,Unknown,Unknown,20260630_153004_B_X1568_Y1473.png
20260630_153004,Engine B (Pulsator),3576,2137,Unknown,Unknown,20260630_153004_B_X3576_Y2137.png
20260630_153004,Engine B (Pulsator),2601,941,Unknown,Unknown,20260630_153004_B_X2601_Y941.png
20260630_153004,Engine B (Pulsator),245,384,Unknown,Unknown,20260630_153004_B_X245_Y384.png
20260630_153004,Engine B (Pulsator),682,502,Unknown,Unknown,20260630_153004_B_X682_Y502.png
20260630_153005,Engine B (Pulsator),658,170,Unknown,Unknown,20260630_153005_B_X658_Y170.png
20260630_153005,Engine B (Pulsator),2266,2034,Unknown,Unknown,20260630_153005_B_X2266_Y2034.png
20260630_153005,Engine B (Pulsator),1379,1115,Unknown,Unknown,20260630_153005_B_X1379_Y1115.png
20260630_153005,Engine B (Pulsator),1378,2984,Unknown,Unknown,20260630_153005_B_X1378_Y2984.png
20260630_153005,Engine B (Pulsator),789,3083,Unknown,Unknown,20260630_153005_B_X789_Y3083.png
20260630_153006,Engine B (Pulsator),717,2105,Unknown,Unknown,20260630_153006_B_X717_Y2105.png
20260630_153006,Engine B (Pulsator),2363,605,Unknown,Unknown,20260630_153006_B_X2363_Y605.png
20260630_153006,Engine B (Pulsator),4469,1567,Unknown,Unknown,20260630_153006_B_X4469_Y1567.png
20260630_153006,Engine B (Pulsator),2064,1437,Unknown,Unknown,20260630_153006_B_X2064_Y1437.png
20260630_153006,Engine B (Pulsator),191,1004,Unknown,Unknown,20260630_153006_B_X191_Y1004.png
20260630_153007,Engine B (Pulsator),973,1664,Unknown,Unknown,20260630_153007_B_X973_Y1664.png
20260630_153007,Engine B (Pulsator),3894,1362,Unknown,Unknown,20260630_153007_B_X3894_Y1362.png
20260630_153007,Engine B (Pulsator),1540,1313,Unknown,Unknown,20260630_153007_B_X1540_Y1313.png
20260630_153007,Engine B (Pulsator),861,237,Unknown,Unknown,20260630_153007_B_X861_Y237.png
20260630_153007,Engine B (Pulsator),2215,3152,Unknown,Unknown,20260630_153007_B_X2215_Y3152.png
20260630_153008,Engine B (Pulsator),4527,862,Unknown,Unknown,20260630_153008_B_X4527_Y862.png
20260630_153008,Engine B (Pulsator),1912,605,Unknown,Unknown,20260630_153008_B_X1912_Y605.png
20260630_153008,Engine B (Pulsator),276,243,Unknown,Unknown,20260630_153008_B_X276_Y243.png
20260630_153008,Engine B (Pulsator),2038,2922,Unknown,Unknown,20260630_153008_B_X2038_Y2922.png
20260630_153008,Engine B (Pulsator),2098,2351,Unknown,Unknown,20260630_153008_B_X2098_Y2351.png
20260630_153009,Engine B (Pulsator),726,179,Unknown,Unknown,20260630_153009_B_X726_Y179.png
20260630_153009,Engine B (Pulsator),4460,1528,Unknown,Unknown,20260630_153009_B_X4460_Y1528.png
20260630_153009,Engine B (Pulsator),1795,762,Unknown,Unknown,20260630_153009_B_X1795_Y762.png
20260630_153009,Engine B (Pulsator),2762,487,Unknown,Unknown,20260630_153009_B_X2762_Y487.png
20260630_153009,Engine B (Pulsator),710,2016,Unknown,Unknown,20260630_153009_B_X710_Y2016.png
20260630_153010,Engine B (Pulsator),3077,2131,Unknown,Unknown,20260630_153010_B_X3077_Y2131.png
20260630_153010,Engine B (Pulsator),3628,2041,Unknown,Unknown,20260630_153010_B_X3628_Y2041.png
20260630_153012,Engine B (Pulsator),1087,1262,Unknown,Unknown,20260630_153012_B_X1087_Y1262.png
20260630_153012,Engine B (Pulsator),4224,1135,Unknown,Unknown,20260630_153012_B_X4224_Y1135.png
20260630_153012,Engine B (Pulsator),10,2794,Unknown,Unknown,20260630_153012_B_X10_Y2794.png
20260630_153013,Engine B (Pulsator),2267,3132,Unknown,Unknown,20260630_153013_B_X2267_Y3132.png
20260630_153013,Engine B (Pulsator),889,850,Unknown,Unknown,20260630_153013_B_X889_Y850.png
20260630_153013,Engine B (Pulsator),1813,1382,Unknown,Unknown,20260630_153013_B_X1813_Y1382.png
20260630_153013,Engine B (Pulsator),4570,596,Unknown,Unknown,20260630_153013_B_X4570_Y596.png
20260630_153013,Engine B (Pulsator),236,2164,Unknown,Unknown,20260630_153013_B_X236_Y2164.png
