
Timestamp,Engine,X_Pixel,Y_Pixel,RA,Dec,Image_File
20260630_152523,Engine B (Flare),3953,1343,Unknown,Unknown,20260630_152523_B_X3953_Y1343.png
20260630_152651,Engine B (Flare),3953,1343,Unknown,Unknown,20260630_152651_B_X3953_Y1343.png
20260630_152651,Engine B (Flare),3117,2649,Unknown,Unknown,20260630_152651_B_X3117_Y2649.png
20260630_152651,Engine B (Flare),2290,861,Unknown,Unknown,20260630_152651_B_X2290_Y861.png
20260630_152652,Engine B (Flare),489,2737,Unknown,Unknown,20260630_152652_B_X489_Y2737.png
20260630_152652,Engine B (Flare),1897,3002,Unknown,Unknown,20260630_152652_B_X1897_Y3002.png
20260630_152652,Engine B (Flare),296,235,Unknown,Unknown,20260630_152652_B_X296_Y235.png
20260630_152652,Engine B (Flare),509,1597,Unknown,Unknown,20260630_152652_B_X509_Y1597.png
20260630_152652,Engine B (Flare),1030,2410,Unknown,Unknown,20260630_152652_B_X1030_Y2410.png
20260630_152652,Engine B (Flare),803,883,Unknown,Unknown,20260630_152652_B_X803_Y883.png
20260630_152653,Engine B (Flare),2165,364,Unknown,Unknown,20260630_152653_B_X2165_Y364.png
20260630_152653,Engine B (Flare),3508,1783,Unknown,Unknown,20260630_152653_B_X3508_Y1783.png
20260630_152653,Engine B (Flare),761,1864,Unknown,Unknown,20260630_152653_B_X761_Y1864.png
20260630_152653,Engine B (Flare),3343,2241,Unknown,Unknown,20260630_152653_B_X3343_Y2241.png
20260630_152654,Engine B (Flare),176,153,Unknown,Unknown,20260630_152654_B_X176_Y153.png
20260630_152654,Engine B (Flare),769,1425,Unknown,Unknown,20260630_152654_B_X769_Y1425.png
20260630_152654,Engine B (Flare),3676,1230,Unknown,Unknown,20260630_152654_B_X3676_Y1230.png
20260630_152654,Engine B (Flare),747,266,Unknown,Unknown,20260630_152654_B_X747_Y266.png
20260630_152654,Engine B (Flare),191,1004,Unknown,Unknown,20260630_152654_B_X191_Y1004.png
20260630_152655,Engine B (Flare),2009,1207,Unknown,Unknown,20260630_152655_B_X2009_Y1207.png
20260630_152655,Engine B (Flare),2900,933,Unknown,Unknown,20260630_152655_B_X2900_Y933.png
20260630_152655,Engine B (Flare),2167,1072,Unknown,Unknown,20260630_152655_B_X2167_Y1072.png
20260630_152655,Engine B (Flare),1124,2107,Unknown,Unknown,20260630_152655_B_X1124_Y2107.png
20260630_152655,Engine B (Flare),3676,1595,Unknown,Unknown,20260630_152655_B_X3676_Y1595.png
20260630_152655,Engine B (Flare),2890,1029,Unknown,Unknown,20260630_152655_B_X2890_Y1029.png
20260630_152656,Engine B (Flare),243,2390,Unknown,Unknown,20260630_152656_B_X243_Y2390.png
20260630_152656,Engine B (Flare),2267,3132,Unknown,Unknown,20260630_152656_B_X2267_Y3132.png
20260630_152656,Engine B (Flare),3502,2857,Unknown,Unknown,20260630_152656_B_X3502_Y2857.png
20260630_152656,Engine B (Flare),2834,1690,Unknown,Unknown,20260630_152656_B_X2834_Y1690.png
20260630_152656,Engine B (Flare),3487,300,Unknown,Unknown,20260630_152656_B_X3487_Y300.png
20260630_152657,Engine B (Flare),1204,819,Unknown,Unknown,20260630_152657_B_X1204_Y819.png
20260630_152657,Engine B (Flare),4259,1261,Unknown,Unknown,20260630_152657_B_X4259_Y1261.png
20260630_152657,Engine B (Flare),2137,2673,Unknown,Unknown,20260630_152657_B_X2137_Y2673.png
20260630_152657,Engine B (Flare),196,7,Unknown,Unknown,20260630_152657_B_X196_Y7.png
20260630_152657,Engine B (Flare),1907,513,Unknown,Unknown,20260630_152657_B_X1907_Y513.png
20260630_152658,Engine B (Flare),1038,1063,Unknown,Unknown,20260630_152658_B_X1038_Y1063.png
20260630_152658,Engine B (Flare),4759,97,Unknown,Unknown,20260630_152658_B_X4759_Y97.png
20260630_152658,Engine B (Flare),2116,1788,Unknown,Unknown,20260630_152658_B_X2116_Y1788.png
20260630_152658,Engine B (Flare),62,1846,Unknown,Unknown,20260630_152658_B_X62_Y1846.png
20260630_152658,Engine B (Flare),558,2596,Unknown,Unknown,20260630_152658_B_X558_Y2596.png
20260630_152659,Engine B (Flare),3748,1315,Unknown,Unknown,20260630_152659_B_X3748_Y1315.png
20260630_152659,Engine B (Flare),4003,960,Unknown,Unknown,20260630_152659_B_X4003_Y960.png
20260630_152659,Engine B (Flare),4599,2106,Unknown,Unknown,20260630_152659_B_X4599_Y2106.png
20260630_152659,Engine B (Flare),445,2798,Unknown,Unknown,20260630_152659_B_X445_Y2798.png
20260630_152659,Engine B (Flare),1956,1254,Unknown,Unknown,20260630_152659_B_X1956_Y1254.png
20260630_152700,Engine B (Flare),2992,3076,Unknown,Unknown,20260630_152700_B_X2992_Y3076.png
20260630_152700,Engine B (Flare),331,373,Unknown,Unknown,20260630_152700_B_X331_Y373.png
20260630_152700,Engine B (Flare),1663,1254,Unknown,Unknown,20260630_152700_B_X1663_Y1254.png
20260630_152700,Engine B (Flare),2139,404,Unknown,Unknown,20260630_152700_B_X2139_Y404.png
20260630_152700,Engine B (Flare),1822,1800,Unknown,Unknown,20260630_152700_B_X1822_Y1800.png
20260630_152701,Engine B (Flare),1138,2039,Unknown,Unknown,20260630_152701_B_X1138_Y2039.png
20260630_152701,Engine B (Flare),4038,464,Unknown,Unknown,20260630_152701_B_X4038_Y464.png
20260630_152701,Engine B (Flare),4677,539,Unknown,Unknown,20260630_152701_B_X4677_Y539.png
20260630_152701,Engine B (Flare),97,1315,Unknown,Unknown,20260630_152701_B_X97_Y1315.png
20260630_152702,Engine B (Flare),4107,2202,Unknown,Unknown,20260630_152702_B_X4107_Y2202.png
20260630_152702,Engine B (Flare),2011,3188,Unknown,Unknown,20260630_152702_B_X2011_Y3188.png
20260630_152702,Engine B (Flare),312,1612,Unknown,Unknown,20260630_152702_B_X312_Y1612.png
20260630_152702,Engine B (Flare),3169,2874,Unknown,Unknown,20260630_152702_B_X3169_Y2874.png
20260630_152702,Engine B (Flare),2065,2134,Unknown,Unknown,20260630_152702_B_X2065_Y2134.png
20260630_152703,Engine B (Flare),1433,426,Unknown,Unknown,20260630_152703_B_X1433_Y426.png
20260630_152703,Engine B (Flare),4240,750,Unknown,Unknown,20260630_152703_B_X4240_Y750.png
20260630_152703,Engine B (Flare),4240,2235,Unknown,Unknown,20260630_152703_B_X4240_Y2235.png
20260630_152703,Engine B (Flare),1736,407,Unknown,Unknown,20260630_152703_B_X1736_Y407.png
20260630_152703,Engine B (Flare),521,1723,Unknown,Unknown,20260630_152703_B_X521_Y1723.png
20260630_152704,Engine B (Flare),1740,1413,Unknown,Unknown,20260630_152704_B_X1740_Y1413.png
20260630_152704,Engine B (Flare),2718,2079,Unknown,Unknown,20260630_152704_B_X2718_Y2079.png
20260630_152704,Engine B (Flare),890,1478,Unknown,Unknown,20260630_152704_B_X890_Y1478.png
20260630_152704,Engine B (Flare),790,13,Unknown,Unknown,20260630_152704_B_X790_Y13.png
20260630_152704,Engine B (Flare),1913,2421,Unknown,Unknown,20260630_152704_B_X1913_Y2421.png
20260630_152705,Engine B (Flare),2583,2361,Unknown,Unknown,20260630_152705_B_X2583_Y2361.png
20260630_152705,Engine B (Flare),2719,2921,Unknown,Unknown,20260630_152705_B_X2719_Y2921.png
20260630_152705,Engine B (Flare),1999,2016,Unknown,Unknown,20260630_152705_B_X1999_Y2016.png
20260630_152705,Engine B (Flare),461,151,Unknown,Unknown,20260630_152705_B_X461_Y151.png
20260630_152705,Engine B (Flare),4600,472,Unknown,Unknown,20260630_152705_B_X4600_Y472.png
20260630_152706,Engine B (Flare),2385,2101,Unknown,Unknown,20260630_152706_B_X2385_Y2101.png
20260630_152706,Engine B (Flare),3161,736,Unknown,Unknown,20260630_152706_B_X3161_Y736.png
20260630_152706,Engine B (Flare),51,3078,Unknown,Unknown,20260630_152706_B_X51_Y3078.png
20260630_152706,Engine B (Flare),3074,787,Unknown,Unknown,20260630_152706_B_X3074_Y787.png
20260630_152706,Engine B (Flare),3882,1330,Unknown,Unknown,20260630_152706_B_X3882_Y1330.png
20260630_152707,Engine B (Flare),2529,2751,Unknown,Unknown,20260630_152707_B_X2529_Y2751.png
20260630_152707,Engine B (Flare),1171,1207,Unknown,Unknown,20260630_152707_B_X1171_Y1207.png
20260630_152707,Engine B (Flare),1803,2641,Unknown,Unknown,20260630_152707_B_X1803_Y2641.png
20260630_152707,Engine B (Flare),1034,940,Unknown,Unknown,20260630_152707_B_X1034_Y940.png
20260630_152707,Engine B (Flare),2776,865,Unknown,Unknown,20260630_152707_B_X2776_Y865.png
20260630_152708,Engine B (Flare),979,2486,Unknown,Unknown,20260630_152708_B_X979_Y2486.png
20260630_152708,Engine B (Flare),4322,808,Unknown,Unknown,20260630_152708_B_X4322_Y808.png
20260630_152708,Engine B (Flare),315,1706,Unknown,Unknown,20260630_152708_B_X315_Y1706.png
20260630_152708,Engine B (Flare),3602,931,Unknown,Unknown,20260630_152708_B_X3602_Y931.png
20260630_152708,Engine B (Flare),2820,1012,Unknown,Unknown,20260630_152708_B_X2820_Y1012.png
20260630_152709,Engine B (Flare),3060,1641,Unknown,Unknown,20260630_152709_B_X3060_Y1641.png
20260630_152709,Engine B (Flare),2690,2087,Unknown,Unknown,20260630_152709_B_X2690_Y2087.png
20260630_152710,Engine B (Flare),1656,2777,Unknown,Unknown,20260630_152710_B_X1656_Y2777.png
20260630_152710,Engine B (Flare),3515,1035,Unknown,Unknown,20260630_152710_B_X3515_Y1035.png
20260630_152710,Engine B (Flare),290,1,Unknown,Unknown,20260630_152710_B_X290_Y1.png
20260630_152710,Engine B (Flare),3053,1328,Unknown,Unknown,20260630_152710_B_X3053_Y1328.png
20260630_152710,Engine B (Flare),483,3124,Unknown,Unknown,20260630_152710_B_X483_Y3124.png
20260630_152710,Engine B (Flare),1783,1604,Unknown,Unknown,20260630_152710_B_X1783_Y1604.png
20260630_152711,Engine B (Flare),3793,1934,Unknown,Unknown,20260630_152711_B_X3793_Y1934.png
20260630_152711,Engine B (Flare),990,2660,Unknown,Unknown,20260630_152711_B_X990_Y2660.png
20260630_152711,Engine B (Flare),2388,1521,Unknown,Unknown,20260630_152711_B_X2388_Y1521.png
20260630_152711,Engine B (Flare),1040,855,Unknown,Unknown,20260630_152711_B_X1040_Y855.png
20260630_152712,Engine B (Flare),4433,1564,Unknown,Unknown,20260630_152712_B_X4433_Y1564.png
20260630_152712,Engine B (Flare),611,2606,Unknown,Unknown,20260630_152712_B_X611_Y2606.png
20260630_152712,Engine B (Flare),3994,3168,Unknown,Unknown,20260630_152712_B_X3994_Y3168.png
20260630_152712,Engine B (Flare),238,1397,Unknown,Unknown,20260630_152712_B_X238_Y1397.png
20260630_152712,Engine B (Flare),3417,2357,Unknown,Unknown,20260630_152712_B_X3417_Y2357.png
20260630_152713,Engine B (Flare),2994,2754,Unknown,Unknown,20260630_152713_B_X2994_Y2754.png
20260630_152713,Engine B (Flare),1766,2833,Unknown,Unknown,20260630_152713_B_X1766_Y2833.png
20260630_152713,Engine B (Flare),4767,233,Unknown,Unknown,20260630_152713_B_X4767_Y233.png
20260630_152713,Engine B (Flare),3422,2119,Unknown,Unknown,20260630_152713_B_X3422_Y2119.png
20260630_152713,Engine B (Flare),4667,77,Unknown,Unknown,20260630_152713_B_X4667_Y77.png
20260630_152714,Engine B (Flare),2084,3177,Unknown,Unknown,20260630_152714_B_X2084_Y3177.png
20260630_152714,Engine B (Flare),4761,914,Unknown,Unknown,20260630_152714_B_X4761_Y914.png
20260630_152714,Engine B (Flare),2753,337,Unknown,Unknown,20260630_152714_B_X2753_Y337.png
20260630_152714,Engine B (Flare),105,1415,Unknown,Unknown,20260630_152714_B_X105_Y1415.png
20260630_152714,Engine B (Flare),2666,2350,Unknown,Unknown,20260630_152714_B_X2666_Y2350.png
20260630_152715,Engine B (Flare),1922,1177,Unknown,Unknown,20260630_152715_B_X1922_Y1177.png
20260630_152715,Engine B (Flare),3623,2735,Unknown,Unknown,20260630_152715_B_X3623_Y2735.png
20260630_152715,Engine B (Flare),2228,296,Unknown,Unknown,20260630_152715_B_X2228_Y296.png
20260630_152715,Engine B (Flare),66,1094,Unknown,Unknown,20260630_152715_B_X66_Y1094.png
20260630_152715,Engine B (Flare),1484,93,Unknown,Unknown,20260630_152715_B_X1484_Y93.png
20260630_152716,Engine B (Flare),896,502,Unknown,Unknown,20260630_152716_B_X896_Y502.png
20260630_152716,Engine B (Flare),2336,3193,Unknown,Unknown,20260630_152716_B_X2336_Y3193.png
20260630_152716,Engine B (Flare),4216,1734,Unknown,Unknown,20260630_152716_B_X4216_Y1734.png
20260630_152716,Engine B (Flare),205,117,Unknown,Unknown,20260630_152716_B_X205_Y117.png
20260630_152716,Engine B (Flare),3539,1315,Unknown,Unknown,20260630_152716_B_X3539_Y1315.png
20260630_152717,Engine B (Flare),541,1299,Unknown,Unknown,20260630_152717_B_X541_Y1299.png
20260630_152717,Engine B (Flare),913,2254,Unknown,Unknown,20260630_152717_B_X913_Y2254.png
20260630_152717,Engine B (Flare),4260,2733,Unknown,Unknown,20260630_152717_B_X4260_Y2733.png
20260630_152717,Engine B (Flare),3122,1042,Unknown,Unknown,20260630_152717_B_X3122_Y1042.png
20260630_152718,Engine B (Flare),4533,1500,Unknown,Unknown,20260630_152718_B_X4533_Y1500.png
20260630_152718,Engine B (Flare),58,2369,Unknown,Unknown,20260630_152718_B_X58_Y2369.png
20260630_152718,Engine B (Flare),817,289,Unknown,Unknown,20260630_152718_B_X817_Y289.png
20260630_152718,Engine B (Flare),2080,131,Unknown,Unknown,20260630_152718_B_X2080_Y131.png
20260630_152719,Engine B (Flare),4025,2248,Unknown,Unknown,20260630_152719_B_X4025_Y2248.png
20260630_152719,Engine B (Flare),445,653,Unknown,Unknown,20260630_152719_B_X445_Y653.png
20260630_152719,Engine B (Flare),967,1651,Unknown,Unknown,20260630_152719_B_X967_Y1651.png
20260630_152719,Engine B (Flare),2797,2567,Unknown,Unknown,20260630_152719_B_X2797_Y2567.png
20260630_152719,Engine B (Flare),3381,2127,Unknown,Unknown,20260630_152719_B_X3381_Y2127.png
20260630_152720,Engine B (Flare),4374,1799,Unknown,Unknown,20260630_152720_B_X4374_Y1799.png
20260630_152720,Engine B (Flare),1697,915,Unknown,Unknown,20260630_152720_B_X1697_Y915.png
20260630_152720,Engine B (Flare),971,1881,Unknown,Unknown,20260630_152720_B_X971_Y1881.png
20260630_152720,Engine B (Flare),4664,200,Unknown,Unknown,20260630_152720_B_X4664_Y200.png
20260630_152720,Engine B (Flare),1773,2664,Unknown,Unknown,20260630_152720_B_X1773_Y2664.png
20260630_152721,Engine B (Flare),2122,559,Unknown,Unknown,20260630_152721_B_X2122_Y559.png
20260630_152721,Engine B (Flare),2598,2119,Unknown,Unknown,20260630_152721_B_X2598_Y2119.png
20260630_152721,Engine B (Flare),1714,1125,Unknown,Unknown,20260630_152721_B_X1714_Y1125.png
20260630_152721,Engine B (Flare),614,2503,Unknown,Unknown,20260630_152721_B_X614_Y2503.png
20260630_152721,Engine B (Flare),4764,2119,Unknown,Unknown,20260630_152721_B_X4764_Y2119.png
20260630_152722,Engine B (Flare),4242,3119,Unknown,Unknown,20260630_152722_B_X4242_Y3119.png
20260630_152722,Engine B (Flare),4090,685,Unknown,Unknown,20260630_152722_B_X4090_Y685.png
20260630_152722,Engine B (Flare),573,1983,Unknown,Unknown,20260630_152722_B_X573_Y1983.png
20260630_152722,Engine B (Flare),381,744,Unknown,Unknown,20260630_152722_B_X381_Y744.png
20260630_152723,Engine B (Flare),2801,157,Unknown,Unknown,20260630_152723_B_X2801_Y157.png
20260630_152723,Engine B (Flare),324,1756,Unknown,Unknown,20260630_152723_B_X324_Y1756.png
20260630_152723,Engine B (Flare),991,2686,Unknown,Unknown,20260630_152723_B_X991_Y2686.png
20260630_152723,Engine B (Flare),4318,2229,Unknown,Unknown,20260630_152723_B_X4318_Y2229.png
20260630_152723,Engine B (Flare),4374,725,Unknown,Unknown,20260630_152723_B_X4374_Y725.png
20260630_152724,Engine B (Flare),2799,1098,Unknown,Unknown,20260630_152724_B_X2799_Y1098.png
20260630_152724,Engine B (Flare),806,1661,Unknown,Unknown,20260630_152724_B_X806_Y1661.png
20260630_152724,Engine B (Flare),4073,1853,Unknown,Unknown,20260630_152724_B_X4073_Y1853.png
20260630_152724,Engine B (Flare),2947,585,Unknown,Unknown,20260630_152724_B_X2947_Y585.png
20260630_152725,Engine B (Flare),2147,1517,Unknown,Unknown,20260630_152725_B_X2147_Y1517.png
20260630_152725,Engine B (Flare),2945,550,Unknown,Unknown,20260630_152725_B_X2945_Y550.png
20260630_152725,Engine B (Flare),3696,2356,Unknown,Unknown,20260630_152725_B_X3696_Y2356.png
20260630_152725,Engine B (Flare),1177,679,Unknown,Unknown,20260630_152725_B_X1177_Y679.png
20260630_152725,Engine B (Flare),4372,2843,Unknown,Unknown,20260630_152725_B_X4372_Y2843.png
20260630_152726,Engine B (Flare),4156,500,Unknown,Unknown,20260630_152726_B_X4156_Y500.png
20260630_152726,Engine B (Flare),2219,473,Unknown,Unknown,20260630_152726_B_X2219_Y473.png
20260630_152726,Engine B (Flare),2009,253,Unknown,Unknown,20260630_152726_B_X2009_Y253.png
20260630_152726,Engine B (Flare),2182,1048,Unknown,Unknown,20260630_152726_B_X2182_Y1048.png
20260630_152726,Engine B (Flare),824,942,Unknown,Unknown,20260630_152726_B_X824_Y942.png
20260630_152727,Engine B (Flare),1839,1465,Unknown,Unknown,20260630_152727_B_X1839_Y1465.png
20260630_152727,Engine B (Flare),78,822,Unknown,Unknown,20260630_152727_B_X78_Y822.png
20260630_152728,Engine B (Flare),2953,1213,Unknown,Unknown,20260630_152728_B_X2953_Y1213.png
20260630_152728,Engine B (Flare),785,2944,Unknown,Unknown,20260630_152728_B_X785_Y2944.png
20260630_152728,Engine B (Flare),2802,1590,Unknown,Unknown,20260630_152728_B_X2802_Y1590.png
20260630_152728,Engine B (Flare),1918,2759,Unknown,Unknown,20260630_152728_B_X1918_Y2759.png
20260630_152728,Engine B (Flare),2417,11,Unknown,Unknown,20260630_152728_B_X2417_Y11.png
20260630_152729,Engine B (Flare),3638,2384,Unknown,Unknown,20260630_152729_B_X3638_Y2384.png
20260630_152729,Engine B (Flare),327,2755,Unknown,Unknown,20260630_152729_B_X327_Y2755.png
20260630_152729,Engine B (Flare),1729,2835,Unknown,Unknown,20260630_152729_B_X1729_Y2835.png
20260630_152729,Engine B (Flare),1503,1683,Unknown,Unknown,20260630_152729_B_X1503_Y1683.png
20260630_152729,Engine B (Flare),983,2939,Unknown,Unknown,20260630_152729_B_X983_Y2939.png
20260630_152730,Engine B (Flare),1754,1475,Unknown,Unknown,20260630_152730_B_X1754_Y1475.png
20260630_152730,Engine B (Flare),2763,1937,Unknown,Unknown,20260630_152730_B_X2763_Y1937.png
20260630_152730,Engine B (Flare),2577,1727,Unknown,Unknown,20260630_152730_B_X2577_Y1727.png
20260630_152730,Engine B (Flare),1487,2788,Unknown,Unknown,20260630_152730_B_X1487_Y2788.png
20260630_152730,Engine B (Flare),2810,1144,Unknown,Unknown,20260630_152730_B_X2810_Y1144.png
20260630_152731,Engine B (Flare),1384,1623,Unknown,Unknown,20260630_152731_B_X1384_Y1623.png
20260630_152731,Engine B (Flare),246,17,Unknown,Unknown,20260630_152731_B_X246_Y17.png
20260630_152731,Engine B (Flare),675,1662,Unknown,Unknown,20260630_152731_B_X675_Y1662.png
20260630_152731,Engine B (Flare),2229,3107,Unknown,Unknown,20260630_152731_B_X2229_Y3107.png
20260630_152731,Engine B (Flare),401,233,Unknown,Unknown,20260630_152731_B_X401_Y233.png
20260630_152732,Engine B (Flare),2341,2836,Unknown,Unknown,20260630_152732_B_X2341_Y2836.png
20260630_152732,Engine B (Flare),2554,490,Unknown,Unknown,20260630_152732_B_X2554_Y490.png
20260630_152732,Engine B (Flare),619,2253,Unknown,Unknown,20260630_152732_B_X619_Y2253.png
20260630_152732,Engine B (Flare),2533,446,Unknown,Unknown,20260630_152732_B_X2533_Y446.png
20260630_152732,Engine B (Flare),1339,2307,Unknown,Unknown,20260630_152732_B_X1339_Y2307.png
20260630_152733,Engine B (Flare),536,1056,Unknown,Unknown,20260630_152733_B_X536_Y1056.png
20260630_152733,Engine B (Flare),4075,716,Unknown,Unknown,20260630_152733_B_X4075_Y716.png
20260630_152733,Engine B (Flare),3126,317,Unknown,Unknown,20260630_152733_B_X3126_Y317.png
20260630_152733,Engine B (Flare),3328,637,Unknown,Unknown,20260630_152733_B_X3328_Y637.png
20260630_152733,Engine B (Flare),1619,267,Unknown,Unknown,20260630_152733_B_X1619_Y267.png
20260630_152734,Engine B (Flare),2912,2540,Unknown,Unknown,20260630_152734_B_X2912_Y2540.png
20260630_152734,Engine B (Flare),3563,1233,Unknown,Unknown,20260630_152734_B_X3563_Y1233.png
20260630_152734,Engine B (Flare),1768,2566,Unknown,Unknown,20260630_152734_B_X1768_Y2566.png
20260630_152734,Engine B (Flare),486,2200,Unknown,Unknown,20260630_152734_B_X486_Y2200.png
20260630_152734,Engine B (Flare),21,675,Unknown,Unknown,20260630_152734_B_X21_Y675.png
20260630_152735,Engine B (Flare),4478,1031,Unknown,Unknown,20260630_152735_B_X4478_Y1031.png
20260630_152735,Engine B (Flare),3434,1857,Unknown,Unknown,20260630_152735_B_X3434_Y1857.png
20260630_152735,Engine B (Flare),394,2561,Unknown,Unknown,20260630_152735_B_X394_Y2561.png
20260630_152735,Engine B (Flare),2866,2221,Unknown,Unknown,20260630_152735_B_X2866_Y2221.png
20260630_152735,Engine B (Flare),4181,1352,Unknown,Unknown,20260630_152735_B_X4181_Y1352.png
20260630_152736,Engine B (Flare),385,3186,Unknown,Unknown,20260630_152736_B_X385_Y3186.png
20260630_152736,Engine B (Flare),2731,3042,Unknown,Unknown,20260630_152736_B_X2731_Y3042.png
20260630_152736,Engine B (Flare),3432,2233,Unknown,Unknown,20260630_152736_B_X3432_Y2233.png
20260630_152736,Engine B (Flare),4375,923,Unknown,Unknown,20260630_152736_B_X4375_Y923.png
20260630_152736,Engine B (Flare),2090,663,Unknown,Unknown,20260630_152736_B_X2090_Y663.png
20260630_152737,Engine B (Flare),1135,2555,Unknown,Unknown,20260630_152737_B_X1135_Y2555.png
20260630_152737,Engine B (Flare),3565,1423,Unknown,Unknown,20260630_152737_B_X3565_Y1423.png
20260630_152737,Engine B (Flare),255,3144,Unknown,Unknown,20260630_152737_B_X255_Y3144.png
20260630_152737,Engine B (Flare),22,2765,Unknown,Unknown,20260630_152737_B_X22_Y2765.png
20260630_152737,Engine B (Flare),1452,1928,Unknown,Unknown,20260630_152737_B_X1452_Y1928.png
20260630_152738,Engine B (Flare),1437,1594,Unknown,Unknown,20260630_152738_B_X1437_Y1594.png
20260630_152738,Engine B (Flare),2347,861,Unknown,Unknown,20260630_152738_B_X2347_Y861.png
20260630_152738,Engine B (Flare),2041,1129,Unknown,Unknown,20260630_152738_B_X2041_Y1129.png
20260630_152739,Engine B (Flare),552,1273,Unknown,Unknown,20260630_152739_B_X552_Y1273.png
20260630_152739,Engine B (Flare),612,2408,Unknown,Unknown,20260630_152739_B_X612_Y2408.png
20260630_152739,Engine B (Flare),3556,750,Unknown,Unknown,20260630_152739_B_X3556_Y750.png
20260630_152739,Engine B (Flare),4564,144,Unknown,Unknown,20260630_152739_B_X4564_Y144.png
20260630_152740,Engine B (Flare),4280,1616,Unknown,Unknown,20260630_152740_B_X4280_Y1616.png
20260630_152740,Engine B (Flare),2308,1846,Unknown,Unknown,20260630_152740_B_X2308_Y1846.png
20260630_152740,Engine B (Flare),2226,3036,Unknown,Unknown,20260630_152740_B_X2226_Y3036.png
20260630_152740,Engine B (Flare),1291,1887,Unknown,Unknown,20260630_152740_B_X1291_Y1887.png
20260630_152740,Engine B (Flare),2133,2805,Unknown,Unknown,20260630_152740_B_X2133_Y2805.png
20260630_152741,Engine B (Flare),924,2884,Unknown,Unknown,20260630_152741_B_X924_Y2884.png
20260630_152741,Engine B (Flare),4670,631,Unknown,Unknown,20260630_152741_B_X4670_Y631.png
20260630_152741,Engine B (Flare),1206,1168,Unknown,Unknown,20260630_152741_B_X1206_Y1168.png
20260630_152741,Engine B (Flare),597,30,Unknown,Unknown,20260630_152741_B_X597_Y30.png
20260630_152741,Engine B (Flare),4143,358,Unknown,Unknown,20260630_152741_B_X4143_Y358.png
20260630_152742,Engine B (Flare),49,3109,Unknown,Unknown,20260630_152742_B_X49_Y3109.png
20260630_152742,Engine B (Flare),3871,2155,Unknown,Unknown,20260630_152742_B_X3871_Y2155.png
20260630_152742,Engine B (Flare),1966,1764,Unknown,Unknown,20260630_152742_B_X1966_Y1764.png
20260630_152742,Engine B (Flare),2568,1821,Unknown,Unknown,20260630_152742_B_X2568_Y1821.png
20260630_152742,Engine B (Flare),262,2146,Unknown,Unknown,20260630_152742_B_X262_Y2146.png
20260630_152743,Engine B (Flare),2488,3134,Unknown,Unknown,20260630_152743_B_X2488_Y3134.png
20260630_152743,Engine B (Flare),3632,1902,Unknown,Unknown,20260630_152743_B_X3632_Y1902.png
20260630_152743,Engine B (Flare),610,3172,Unknown,Unknown,20260630_152743_B_X610_Y3172.png
20260630_152743,Engine B (Flare),2331,292,Unknown,Unknown,20260630_152743_B_X2331_Y292.png
20260630_152743,Engine B (Flare),1446,2586,Unknown,Unknown,20260630_152743_B_X1446_Y2586.png
20260630_152744,Engine B (Flare),1285,2681,Unknown,Unknown,20260630_152744_B_X1285_Y2681.png
20260630_152744,Engine B (Flare),2873,2774,Unknown,Unknown,20260630_152744_B_X2873_Y2774.png
20260630_152744,Engine B (Flare),8,3129,Unknown,Unknown,20260630_152744_B_X8_Y3129.png
20260630_152744,Engine B (Flare),4751,710,Unknown,Unknown,20260630_152744_B_X4751_Y710.png
20260630_152744,Engine B (Flare),62,3097,Unknown,Unknown,20260630_152744_B_X62_Y3097.png
20260630_152745,Engine B (Flare),2167,604,Unknown,Unknown,20260630_152745_B_X2167_Y604.png
20260630_152745,Engine B (Flare),580,61,Unknown,Unknown,20260630_152745_B_X580_Y61.png
20260630_152745,Engine B (Flare),694,2136,Unknown,Unknown,20260630_152745_B_X694_Y2136.png
20260630_152745,Engine B (Flare),2327,2006,Unknown,Unknown,20260630_152745_B_X2327_Y2006.png
20260630_152745,Engine B (Flare),475,172,Unknown,Unknown,20260630_152745_B_X475_Y172.png
20260630_152746,Engine B (Flare),2127,3148,Unknown,Unknown,20260630_152746_B_X2127_Y3148.png
20260630_152746,Engine B (Flare),2275,14,Unknown,Unknown,20260630_152746_B_X2275_Y14.png
20260630_152746,Engine B (Flare),319,1566,Unknown,Unknown,20260630_152746_B_X319_Y1566.png
20260630_152746,Engine B (Flare),2347,2549,Unknown,Unknown,20260630_152746_B_X2347_Y2549.png
20260630_152746,Engine B (Flare),4459,2632,Unknown,Unknown,20260630_152746_B_X4459_Y2632.png
20260630_152747,Engine B (Flare),3862,1845,Unknown,Unknown,20260630_152747_B_X3862_Y1845.png
20260630_152747,Engine B (Flare),1219,939,Unknown,Unknown,20260630_152747_B_X1219_Y939.png
20260630_152747,Engine B (Flare),511,2148,Unknown,Unknown,20260630_152747_B_X511_Y2148.png
20260630_152747,Engine B (Flare),2925,361,Unknown,Unknown,20260630_152747_B_X2925_Y361.png
20260630_152747,Engine B (Flare),824,1284,Unknown,Unknown,20260630_152747_B_X824_Y1284.png
20260630_152748,Engine B (Flare),1516,1190,Unknown,Unknown,20260630_152748_B_X1516_Y1190.png
20260630_152748,Engine B (Flare),4448,2128,Unknown,Unknown,20260630_152748_B_X4448_Y2128.png
20260630_152748,Engine B (Flare),171,1824,Unknown,Unknown,20260630_152748_B_X171_Y1824.png
